//-------------------------------------------------------//
//		Proyecto OGC-Files V. 1.0                //
//   Version GS 1.00.18 Y GS-CS 1.00.19 Protocolo Eng    //
//           http://www.ogc-files.com.ar                 //
//-------------------------------------------------------//
//                    Code By ElChapu                    //
//             http://www.ogc-soft.com                   //
//-------------------------------------------------------//
//    OGC-Files Team: ElChapu, xCUERVOX, LucasTocxy      //
//-------------------------------------------------------//



//==================================================================================================================	
// Event Time (format of hours: 24:00)
// Hours minutes
//==================================================================================================================	
0
    8 00
	13 00
	18 00
	23 00
	4 00
end

//==================================================================================================================	
// Event raiding type
// raiding type probability
//==================================================================================================================	
1
	1	60	//General raiding
	2	40	//Special raiding (C group addition)
end

//==================================================================================================================	
// Monster groups settings
//Group number / Time of incoming of group (minutes)
//==================================================================================================================	
2
	//Group A Rading
    	1	1	0
    	1	3	2
    	1	4	4
    	1	5 	6
    	1	10	8
    	1	2	10
    	1	6	12
    	1	7	14
    	1	8	16
    	1	9	18

    	//Group C Rading
    	2	1	0
    	2	16	2
    	2	4	4
    	2	5 	6
    	2	10	8
    	2	2	10
    	2	6	12
    	2	7	14
    	2	8	16
    	2	9	18
    	2	3	20
    	2	11	21
    	2	12	23
    	2	13	20
    	2	14	27
    	2	15	29
end

//==================================================================================================================	
// Monsters Settings
// Group number / Monster number / Amount of monsters / X1 / Y1 / X2 / Y2
//==================================================================================================================	
3
1	1	39	20	60	28	132	73	//Poison Shadow
1	1	34	20	60	28	132	73	//Cursed Wizard
1	3	300	1	60	28	132	73	//Mutant Hero
1	1	41	25	60	28	132	73	//Death Cow
1	1	37	25	60	28	132	73	//Devil
1	1	40	30	60	28	132	73	//Death Knight
1	4	300	1	60	28	132	73	//Mutant Hero
1	1	35	30	60	28	132	73	//Death Gorgon
1	1	51	30	60	28	132	73	//Great Bahamut
1	5	302	1	60	28	132	73	//Axe Hero
1	1	52	35	60	28	132	73	//Silver Valkyrie
1	1	48	35	60	28	132	73	//Lizard King
1	10	302	1	60	28	132	73	//Axe Hero
1	1	62	35	60	28	132	73	//Mutant

1	2	69	20	60	58	132	101	//Alquamos
1	2	60	20	60	58	132	101	//Bloody Wolf
1	6	303	1	60	58	132	101	//Gigas Golem
1	2	71	25	60	58	132	101	//Mega Crust
1	2	57	25	60	58	132	101	//Iron Wheel
1	7	303	1	60	58	132	101	//Gigas Golem
1	2	70	30	60	58	132	101	//Queen Rainer
1	2	58	30	60	58	132	101	//Tantallos
1	8	301	1	60	58	132	101	//Omega Wing
1	2	61	30	60	58	132	101	//Beam Knight
1	2	73	35	60	58	132	101	//Drakan
1	9	301	1	60	58	132	101	//Omega Wing
1	2	74	35	60	58	132	101	//Alpha Crust
1	2	72	35	60	58	132	101	//Phantom Knight

2	1	39	20	60	28	132	73	//Poison Shadow
2	1	34	20	60	28	132	73	//Cursed Wizard
2	16	300	1	60	28	132	73	//Mutant Hero
2	1	41	20	60	28	132	73	//Death Cow
2	1	37	25	60	28	132	73	//Devil
2	4	300	1	60	28	132	73	//Mutant Hero
2	1	40	25	60	28	132	73	//Death Knight
2	1	35	25	60	28	132	73	//Death Gorgon
2	5	300	1	60	28	132	73	//Mutant Hero
2	1	51	30	60	28	132	73	//Great Bahamut
2	1	52	30	60	28	132	73	//Silver Valkyrie
2	10	302	1	60	28	132	73	//Axe Warrior Hero
2	1	48	35	60	28	132	73	//Lizard King
2	1	62	35	60	28	132	73	//Mutant

2	2	294	20	60	58	132	101	//Axe Warrior
2	2	290	20	60	58	132	101	//Lizard Warrior
2	6	302	1	60	58	132	101	//Axe Warrior Hero
2	2	193	20	60	58	132	101	//Aegis
2	2	194	25	60	58	132	101	//Lord Centurion
2	7	302	1	60	58	132	101	//Axe Warrior Hero
2	2	192	25	60	58	132	101	//Bloody Soldier
2	2	190	25	60	58	132	101	//Death Angel
2	8	303	1	60	58	132	101	//Gigas Golem(Hero)
2	2	195	30	60	58	132	101	//Necron
2	2	61	30	60	58	132	101	//Beam Knight
2	9	303	1	60	58	132	101	//Gigas Golem(Hero)
2	2	73	35	60	58	132	101	//Drakan
2	2	127	35	60	58	132	101	//Elite Orc

2	3	49	20	60	58	132	101	//Hydra
2	3	139	20	60	58	132	101	//Orc Archer
2	11	303	1	60	58	132	101	//Gigas Golem(Hero)
2	3	123	25	60	58	132	101	//Spirit Knight
2	3	59	25	60	58	132	101	//Zaikan
2	12	301	1	60	58	132	101	//Omega Wing(Hero)
2	13	295	1	66	110	138	100	//Erohim
2	3	74	25	60	58	132	101	//Alpha Crust
2	3	62	30	60	58	132	101	//Mutant
2	14	301	1	60	58	132	101	//Omega Wing(Hero)
2	3	293	30	60	58	132	101	//Poison Golem
2	3	292	35	60	58	132	101	//Queen Bee
2	15	301	1	60	58	132	101	//Omega Wing(Hero)
2	3	291	35	60	58	132	101	//Fire Golem
end
